Run,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,estimated_size,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isol_growth_condt,Isolate,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,num_replicons,Organism,Platform,Ploidy,project_name,propagation,ReleaseDate,Sample Name,Sample_Name,SRA Study,create_date,version,Aligned,Filtered,Coverage,Location,Pop,Path
DRR111138,RAD-Seq,280,815946880,AVA,PRJDB3890,SAMD00099264,MIGS.eu,397120006,TEMASEK,2007,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104205,Australia,Oceania,Australia,NextSeq 500,missing,sample_30,18.41 S 146.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099264,sample_30,DRP003286,2017-12-11T14:29:00Z,1,5906273,1895522,0.351367,Australia-18.41 S 146.64 E,AUE,bams/DRR111138.sort.flt.bam
DRR111140,RAD-Seq,280,2096078040,AVA,PRJDB3890,SAMD00099266,MIGS.eu,999488434,TEMASEK,2007,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104207,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_38,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099266,sample_38,DRP003286,2017-12-07T21:26:00Z,1,15663485,4826240,0.747958,Papua New Guinea-9.42 S 140.93 E,PNG,bams/DRR111140.sort.flt.bam
DRR111145,RAD-Seq,280,2175735800,AVA,PRJDB3890,SAMD00099271,MIGS.eu,1038578596,TEMASEK,2007,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104212,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_43,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099271,sample_43,DRP003286,2017-12-07T21:28:00Z,1,16494579,5504204,0.827544,Papua New Guinea-9.42 S 140.93 E,PNG,bams/DRR111145.sort.flt.bam
DRR111147,RAD-Seq,280,919576560,AVA,PRJDB3890,SAMD00099273,MIGS.eu,439486297,TEMASEK,2007,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104214,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_45,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099273,sample_45,DRP003286,2017-12-07T21:32:00Z,1,6844043,2241986,0.374621,Papua New Guinea-9.42 S 140.93 E,PNG,bams/DRR111147.sort.flt.bam
DRR111149,RAD-Seq,280,2329902400,AVA,PRJDB3890,SAMD00099275,MIGS.eu,1119146175,TEMASEK,2007,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104216,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_47,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099275,sample_47,DRP003286,2017-12-07T21:34:00Z,1,17455559,5443588,0.824561,Papua New Guinea-9.42 S 140.93 E,PNG,bams/DRR111149.sort.flt.bam
DRR111150,RAD-Seq,280,2185409240,AVA,PRJDB3890,SAMD00099276,MIGS.eu,1044556410,TEMASEK,2007,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104217,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_48,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099276,sample_48,DRP003286,2017-12-07T21:35:00Z,1,16493287,5372893,0.814578,Papua New Guinea-9.42 S 140.93 E,PNG,bams/DRR111150.sort.flt.bam
DRR111151,RAD-Seq,280,1471820280,AVA,PRJDB3890,SAMD00099277,MIGS.eu,700414526,TEMASEK,2007,public,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104218,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_55,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099277,sample_55,DRP003286,2017-12-07T21:31:00Z,1,11230939,3818433,0.575517,Papua New Guinea-9.42 S 140.93 E,PNG,bams/DRR111151.sort.flt.bam
DRR111152,RAD-Seq,280,1970511480,AVA,PRJDB3890,SAMD00099278,MIGS.eu,958553281,TEMASEK,2007,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104219,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_56,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099278,sample_56,DRP003286,2017-12-07T21:35:00Z,1,14892108,5071077,0.767602,Papua New Guinea-9.42 S 140.93 E,PNG,bams/DRR111152.sort.flt.bam
DRR111153,RAD-Seq,280,1800976240,AVA,PRJDB3890,SAMD00099279,MIGS.eu,860886085,TEMASEK,2007,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104220,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_57,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099279,sample_57,DRP003286,2017-12-07T21:31:00Z,1,13568526,4466879,0.673155,Papua New Guinea-9.42 S 140.93 E,PNG,bams/DRR111153.sort.flt.bam
DRR111156,RAD-Seq,280,1685583200,AVA,PRJDB3890,SAMD00099282,MIGS.eu,802411378,TEMASEK,2007,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104223,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_60,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099282,sample_60,DRP003286,2017-12-07T21:29:00Z,1,12776309,4289627,0.644531,Papua New Guinea-9.42 S 140.93 E,PNG,bams/DRR111156.sort.flt.bam
DRR111157,RAD-Seq,280,3538805760,AVA,PRJDB3890,SAMD00099283,MIGS.eu,1681401183,TEMASEK,2006,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104224,Australia,Oceania,Australia,NextSeq 500,missing,sample_84,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099283,sample_84,DRP003286,2017-12-07T21:33:00Z,1,27004515,8224164,1.17931,Australia-13.38 S 127.04 E,AUW,bams/DRR111157.sort.flt.bam
DRR111165,RAD-Seq,280,1828186640,AVA,PRJDB3890,SAMD00099291,MIGS.eu,859494160,TEMASEK,2006,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104232,Australia,Oceania,Australia,NextSeq 500,missing,sample_164,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099291,sample_164,DRP003286,2017-12-07T21:33:00Z,1,14154691,5050774,0.743581,Australia-13.38 S 127.04 E,AUW,bams/DRR111165.sort.flt.bam
DRR111168,RAD-Seq,280,1659206360,AVA,PRJDB3890,SAMD00099294,MIGS.eu,804066776,TEMASEK,2006,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104235,Australia,Oceania,Australia,NextSeq 500,missing,sample_167,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099294,sample_167,DRP003286,2017-12-07T21:31:00Z,1,12690410,4595431,0.682336,Australia-13.38 S 127.04 E,AUW,bams/DRR111168.sort.flt.bam
DRR111169,RAD-Seq,280,1708651280,AVA,PRJDB3890,SAMD00099295,MIGS.eu,817049459,TEMASEK,2006,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104236,Australia,Oceania,Australia,NextSeq 500,missing,sample_168,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099295,sample_168,DRP003286,2017-12-07T21:30:00Z,1,13060622,4750635,0.724747,Australia-13.38 S 127.04 E,AUW,bams/DRR111169.sort.flt.bam
DRR111170,RAD-Seq,280,1394196440,AVA,PRJDB3890,SAMD00099296,MIGS.eu,665304685,TEMASEK,2006,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104237,Australia,Oceania,Australia,NextSeq 500,missing,sample_169,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099296,sample_169,DRP003286,2017-12-07T21:28:00Z,1,10910066,3832034,0.584838,Australia-13.38 S 127.04 E,AUW,bams/DRR111170.sort.flt.bam
DRR111172,RAD-Seq,280,1570819320,AVA,PRJDB3890,SAMD00099298,MIGS.eu,743766655,TEMASEK,2006,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104239,Australia,Oceania,Australia,NextSeq 500,missing,sample_171,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099298,sample_171,DRP003286,2017-12-07T21:32:00Z,1,12224341,4511757,0.66646,Australia-13.38 S 127.04 E,AUW,bams/DRR111172.sort.flt.bam
DRR111173,RAD-Seq,280,1636461960,AVA,PRJDB3890,SAMD00099299,MIGS.eu,782686585,TEMASEK,2006,public,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104240,Australia,Oceania,Australia,NextSeq 500,missing,sample_172,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099299,sample_172,DRP003286,2017-11-22T04:24:00Z,1,12631566,4536627,0.690234,Australia-13.38 S 127.04 E,AUW,bams/DRR111173.sort.flt.bam
DRR111174,RAD-Seq,280,1276748760,AVA,PRJDB3890,SAMD00099300,MIGS.eu,607428854,TEMASEK,2006,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104241,Australia,Oceania,Australia,NextSeq 500,missing,sample_173,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099300,sample_173,DRP003286,2017-12-07T21:26:00Z,1,10036976,3729993,0.571195,Australia-13.38 S 127.04 E,AUW,bams/DRR111174.sort.flt.bam
DRR111175,RAD-Seq,280,1474736200,AVA,PRJDB3890,SAMD00099301,MIGS.eu,692221430,TEMASEK,2006,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104242,Australia,Oceania,Australia,NextSeq 500,missing,sample_174,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099301,sample_174,DRP003286,2017-12-07T21:27:00Z,1,11252499,3984696,0.598684,Australia-13.38 S 127.04 E,AUW,bams/DRR111175.sort.flt.bam
DRR111180,RAD-Seq,280,1935287200,AVA,PRJDB3890,SAMD00099306,MIGS.eu,915935937,TEMASEK,2006,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104247,Australia,Oceania,Australia,NextSeq 500,missing,sample_179,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099306,sample_179,DRP003286,2017-12-11T14:28:00Z,1,15057136,5552297,0.794066,Australia-13.38 S 127.04 E,AUW,bams/DRR111180.sort.flt.bam
DRR111181,RAD-Seq,280,1383346720,AVA,PRJDB3890,SAMD00099307,MIGS.eu,657648779,TEMASEK,2006,public,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104248,Australia,Oceania,Australia,NextSeq 500,missing,sample_180,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099307,sample_180,DRP003286,2017-12-07T21:28:00Z,1,10780700,4186663,0.613073,Australia-13.38 S 127.04 E,AUW,bams/DRR111181.sort.flt.bam
DRR111185,RAD-Seq,280,962223640,AVA,PRJDB3890,SAMD00099311,MIGS.eu,455374862,TEMASEK,2006,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104252,Australia,Oceania,Australia,NextSeq 500,missing,sample_187,13.38 S 127.04 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099311,sample_187,DRP003286,2017-12-07T21:29:00Z,1,7520575,3317320,0.478475,Australia-13.38 S 127.04 E,AUW,bams/DRR111185.sort.flt.bam
DRR111192,RAD-Seq,280,1551432400,AVA,PRJDB3890,SAMD00099318,MIGS.eu,736383458,TEMASEK,2004,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104259,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_140,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099318,sample_140,DRP003286,2017-12-11T14:28:00Z,1,11881057,4344664,0.63577,Indonesia-1.66 S 104.87 E,INA,bams/DRR111192.sort.flt.bam
DRR111194,RAD-Seq,280,1367068360,AVA,PRJDB3890,SAMD00099320,MIGS.eu,650295534,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104261,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_142,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099320,sample_142,DRP003286,2017-12-07T21:30:00Z,1,10690801,4290745,0.619952,Indonesia-1.66 S 104.87 E,INA,bams/DRR111194.sort.flt.bam
DRR111196,RAD-Seq,280,904064560,AVA,PRJDB3890,SAMD00099322,MIGS.eu,428705143,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104263,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_144,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099322,sample_144,DRP003286,2017-12-07T21:27:00Z,1,6997988,2804725,0.409918,Indonesia-1.66 S 104.87 E,INA,bams/DRR111196.sort.flt.bam
DRR111197,RAD-Seq,280,1465253440,AVA,PRJDB3890,SAMD00099323,MIGS.eu,713011651,TEMASEK,2004,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104264,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_145,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099323,sample_145,DRP003286,2017-12-11T14:29:00Z,1,11330727,4339020,0.623301,Indonesia-1.66 S 104.87 E,INA,bams/DRR111197.sort.flt.bam
DRR111200,RAD-Seq,280,1525100360,AVA,PRJDB3890,SAMD00099326,MIGS.eu,729719774,TEMASEK,2004,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104267,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_148,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099326,sample_148,DRP003286,2017-12-11T14:28:00Z,1,11663829,4307999,0.632713,Indonesia-1.66 S 104.87 E,INA,bams/DRR111200.sort.flt.bam
DRR111201,RAD-Seq,280,1232210280,AVA,PRJDB3890,SAMD00099327,MIGS.eu,624003568,TEMASEK,2004,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104268,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_149,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099327,sample_149,DRP003286,2017-12-11T14:29:00Z,1,9439468,3553335,0.516009,Indonesia-1.66 S 104.87 E,INA,bams/DRR111201.sort.flt.bam
DRR111203,RAD-Seq,280,1672995240,AVA,PRJDB3890,SAMD00099329,MIGS.eu,798576776,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104270,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_152,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099329,sample_152,DRP003286,2017-12-07T21:28:00Z,1,12843992,4655364,0.673487,Indonesia-1.66 S 104.87 E,INA,bams/DRR111203.sort.flt.bam
DRR111204,RAD-Seq,280,1529503920,AVA,PRJDB3890,SAMD00099330,MIGS.eu,727325712,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,missing,DRX104271,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_153,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099330,sample_153,DRP003286,2017-12-07T21:28:00Z,1,11931857,4587298,0.648687,Indonesia-1.66 S 104.87 E,INA,bams/DRR111204.sort.flt.bam
DRR111211,RAD-Seq,280,1226590680,AVA,PRJDB3890,SAMD00099337,MIGS.eu,591480640,TEMASEK,2004,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104278,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_160,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099337,sample_160,DRP003286,2017-12-11T14:30:00Z,1,9525063,3700536,0.529572,Indonesia-1.66 S 104.87 E,INA,bams/DRR111211.sort.flt.bam
DRR111213,RAD-Seq,280,810225080,AVA,PRJDB3890,SAMD00099339,MIGS.eu,383490659,TEMASEK,2004,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104280,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_162,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099339,sample_162,DRP003286,2017-12-07T21:28:00Z,1,6264867,2496080,0.36521,Indonesia-1.66 S 104.87 E,INA,bams/DRR111213.sort.flt.bam
DRR111219,RAD-Seq,280,1530317040,AVA,PRJDB3890,SAMD00099345,MIGS.eu,721247083,TEMASEK,2004,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104286,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_73,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099345,sample_73,DRP003286,2017-12-07T21:28:00Z,1,11559910,3937355,0.587324,Malaysia-3.35 N 103.64 E,MAL,bams/DRR111219.sort.flt.bam
DRR111223,RAD-Seq,280,1234282840,AVA,PRJDB3890,SAMD00099349,MIGS.eu,592197052,TEMASEK,2004,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104290,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_116,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099349,sample_116,DRP003286,2017-12-11T14:29:00Z,1,9413704,3425112,0.501471,Malaysia-3.35 N 103.64 E,MAL,bams/DRR111223.sort.flt.bam
DRR111232,RAD-Seq,280,807535120,AVA,PRJDB3890,SAMD00099358,MIGS.eu,393950532,TEMASEK,2004,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104299,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_125,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099358,sample_125,DRP003286,2017-12-11T14:28:00Z,1,6419141,2549686,0.385232,Malaysia-3.35 N 103.64 E,MAL,bams/DRR111232.sort.flt.bam
DRR111233,RAD-Seq,280,1128253840,AVA,PRJDB3890,SAMD00099359,MIGS.eu,546109954,TEMASEK,2004,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104300,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_127,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099359,sample_127,DRP003286,2017-12-07T21:28:00Z,1,8717889,3463380,0.506872,Malaysia-3.35 N 103.64 E,MAL,bams/DRR111233.sort.flt.bam
DRR111234,RAD-Seq,280,1039141600,AVA,PRJDB3890,SAMD00099360,MIGS.eu,496887638,TEMASEK,2004,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104301,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_128,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099360,sample_128,DRP003286,2017-12-07T21:27:00Z,1,8040327,3171922,0.462017,Malaysia-3.35 N 103.64 E,MAL,bams/DRR111234.sort.flt.bam
DRR111236,RAD-Seq,280,1132954760,AVA,PRJDB3890,SAMD00099362,MIGS.eu,547243402,TEMASEK,2004,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104303,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_130,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099362,sample_130,DRP003286,2017-12-11T14:27:00Z,1,8788505,3518578,0.511469,Malaysia-3.35 N 103.64 E,MAL,bams/DRR111236.sort.flt.bam
DRR111237,RAD-Seq,280,1015105840,AVA,PRJDB3890,SAMD00099363,MIGS.eu,491102545,TEMASEK,2004,public,"sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,missing,DRX104304,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_131,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099363,sample_131,DRP003286,2017-12-07T21:28:00Z,1,7793081,3064001,0.444357,Malaysia-3.35 N 103.64 E,MAL,bams/DRR111237.sort.flt.bam
